id,name,force,target,synergist,stabilizer,dynamic stabilizer,antagonist stabilizer,instructions
Brachialis/BBPreacherCurl,Barbell Preacher Curl,Pull,"
;Brachialis;
","
;Biceps Brachii;
;Brachioradialis;
","
;Wrist Flexors;
",,,"Preparation

Sit on preacher bench placing back of arms on pad. Grasp curl bar with shoulder width underhand grip.

Execution

Raise bar until forearms are vertical. Lower barbell until arms are fully extended. Repeat.

Comments

Seat should be adjusted to allow armpit to rest near top of pad. Back of upper arm should remain on pad throughout movement. The long head (lateral head) of Biceps Brachii is activated significantly more than short head (medial head) of Biceps Brachii since short head enters into active insufficiency as it continues to contract. Also known as Scott Curl.
"
Splenius/LVNeckExtentionH,Lever Neck Extension (plate loaded),Pull,"
;Splenius;
","
;Trapezius, Upper;
;Levator Scapulae;
;Erector Spinae, Cervicis & Capitis Fibers;
;Sternocleidomastoid, Posterior Fibers;
","
;Pectoralis Major, Sternal;
;Pectoralis Major, Clavicular;
;Pectoralis Minor;
;Serratus Anterior;
;Deltoid, Anterior;
;Triceps Brachii;
",,,"Preparation

Sit on seat in machine. Place back of head under padded lever. Position body so neck is in line with lever axis. Grasp handles for support.

Execution

Move head back by hyperextending neck. Return by bending neck forward until chin touches upper chest. Repeat.
"
Sternocleidomastoid/BWWallSideNeckBridge,Wall Side Neck Bridge,Pull,"
;Sternocleidomastoid;
","
;Obliques;
;Quadratus lumborum;
;Psoas major;
;Iliocastalis lumborum;
;Iliocastalis thoracis;
","
;Gluteus Medius;
;Gluteus Minimus;
",,,"Preparation

Place small or folded cushioned mat on column or at end of wall approximately shoulder height. With hands supporting mat, stand with side toward mat. Step far to side so feet are away from wall or column forward. Place side of head on mat with shoulder extending over end of adjacent side of column or wall so body leans to side. Fold hands behind low back or hips.

Execution

Push side of head into mat and roll onto top of head moving body away from mat. Return to original position by rolling back down to side of head while bringing shoulder back over end of column or wall. Repeat.
"
WristFlexors/SLOneHandPinchGripPL,Sled One Hand Pinch Grip (plate loaded),Pull,"
;Wrist Flexors;
","
;None ;
","
;No significant stabilizers ;
",,,"Preparation

Place hand around horizontal surfaces; fingers along lower surface and thumb on upper surface.

Execution

Pinch surfaces together until lower part makes contact with upper part. Release to original position or just before surfaces become too far apart. Repeat.
"
DeltoidLateral/DBInclineLateralRaise,Dumbbell Incline Lateral Raise,Pull,"
;Deltoid, Lateral;
","
;Deltoid, Posterior;
;Supraspinatus;
;Trapezius, Middle;
;Trapezius, Lower;
;Serratus Anterior, Inferior Digitations;
","
;Wrist Extensors;
;Trapezius, Upper;
;Levator Scapulae;
",,,"Preparation

Grasp dumbbell in one hand. Lie on 30° to 45° incline bench with opposite side of body on incline, arm over top of bench, lower leg positioned on front side of seat, and upper leg on back side of seat. Position dumbbell inside of lower leg, just in front of upper leg.

Execution

Raise dumbbell from until upper arm is perpendicular to torso. Maintain slight fixed bend in elbow throughout exercise. Lower dumbbell to front of upper leg and repeat.

Comments

In order for lateral deltoid to be exercised, dumbbell must be raised by shoulder abduction, not external rotation. Also see exercise Dumbbell Incline Lateral Raise performed on preacher bench.
"
LatissimusDorsi/AsUnderhandChinup,Machine-assisted Chin-up,Pull,"
;Latissimus Dorsi;
","
;Brachialis;
;Brachioradialis;
;Teres Major;
;Deltoid, Posterior;
;Rhomboids;
;Levator Scapulae;
;Trapezius, Lower;
;Trapezius, Middle;
;Pectoralis Major, Sternal;
;Pectoralis Minor;
",,"
;Biceps Brachii;
;Triceps, Long Head;
",,"Preparation

Step up and grasp bar with underhand shoulder width grip. Kneel onto platform or step onto bar.

Execution

Pull body up until elbows are to sides. Lower body until arms and shoulders are fully extended. Repeat.
"
Triceps/DBReclinedTricepsExtension,Dumbbell Reclined Triceps Extension,Push,"
;Triceps Brachii;
","
;None ;
","
;Deltoid, Anterior;
;Pectoralis Major, Clavicular;
;Wrist Flexors;
",,,"Preparation

Sit on incline bench angled at 70° to 80° with dumbbells in each hand. Position dumbbells over each shoulder with arms straight and vertical.

Execution

Lower dumbbells behind each side of neck by flexing elbows allowing forearms to travel behind upper arms with elbows remaining overhead. Raise dumbbells overhead by extending elbows until arms are positioned straight and vertical. Lower and repeat.
"
DeltoidPosterior/LVRearLateralRaiseOnLatRsMch,Lever Rear Lateral Raise (on lateral raise machine),Pull,"
;Deltoid, Posterior;
","
;Infraspinatus;
;Teres Minor;
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
","
;Erector Spinae;
;Hamstrings;
;Gluteus Maximus;
;Adductor Magnus;
;Quadriceps;
",,,"Preparation

Stand on platform facing lateral raise machine. Bend knees and bend over at hips with back flat close to horizontal. With elbows bent under shoulders, position back of upper arms against arm pads.

Execution

Maintaining torso position, raise upper arms to sides until elbows are shoulder height. Lower and repeat.

Comments

Platform height should allow pivot point of shoulders to be aligned with lever fulcrum. Upper arm should travel in perpendicular path to torso. At lower portion of exercise, keep elbows pointed outward below shoulders. At upper portion of exercise, keep elbows pointed outward to sides of shoulders. Knees are bent in effort to keep low back straight (See Hamstring Inflexibility).
"
LatissimusDorsi/LVUnderhandPulldown,Lever Underhand Pulldown,Pull,"
;Latissimus Dorsi;
","
;Brachialis;
;Brachioradialis;
;Teres Major;
;Deltoid, Posterior;
;Rhomboids;
;Levator Scapulae;
;Trapezius, Lower;
;Trapezius, Middle;
;Pectoralis Major, Sternal;
;Pectoralis Minor;
",,"
;Biceps Brachii;
;Triceps, Long Head;
",,"Preparation

Grasp lever handles with underhand grip. Sit with thighs under supports.

Execution

Pull down lever handles to upper chest until elbows are to sides. Return until arms and shoulders are fully extended. Repeat.
"
Sternocleidomastoid/CBNeckLtrFlxBelt,Cable Lateral Neck Flexion (with belt),Pull,"
;Sternocleidomastoid;
","
;Obliques;
;Quadratus lumborum;
;Psoas major;
;Iliocastalis lumborum;
;Iliocastalis thoracis;
","
;Latissimus Dorsi;
;Pectoralis Major, Sternal;
;Pectoralis Major, Clavicular;
;Trapezius, middle fibers;
;Levator scapulae;
",,,"Preparation

Adjust pulley approximately height of neck or head when seated. Attach belt on low pulley cable by attaching carabiner on belt buckle. Sit on bench with pulley to one side and feet apart. Place head in belt loop. With belt above ears, clamp belt snugly around head by tightly gripping ends close to side of head. Pull torso upright by bracing opposite hand on far side of bench.

Execution

Pull head away from pulley cable by laterally flexing neck. Tilt head back toward cable pulley and repeat. Sit on bench the opposite direction and continue with other side.
"
WristFlexors/SLOneHandGripPlateLoaded,Sled One Hand Grip (plate loaded),Pull,"
;Wrist Flexors;
","
;None ;
","
;No significant stabilizers ;
",,,"Preparation

Bend over and grasp bar grips with one hand; fingers under lower bar and base of thumb over top stationary bar.

Execution

Squeeze bar grips together until lower bar makes contact with upper bar. Release to original position and repeat.
"
Pronators/DBSeatedPronation,Dumbbell Seated Pronation,Push,"
;Pronators;
","
;None ;
","
;No significant stabilizers ;
",,,"Preparation

Sit next to elevated surface, approximately arm pit height. With hand of upper arm, grasp unilaterally loaded dumbbell; pinkie positioned near weighted side. Bend elbow approximately 90-degrees and place upperarm on elevated surface. Position thumb upward (supinated).

Execution

Rotate dumbbell so thumb turns downward (pronation). Return and repeat.
"
WristExtensors/CBOneArmReverseWristCurl,Cable One Arm Reverse Wrist Curl,Pull,"
;Wrist Extensors;
","
;None ;
","
;No significant stabilizers ;
",,,"Preparation

Sit and grasp cable stirrup. Rest forearm on thigh with palm facing down and with wrist just beyond knee.

Execution

Raise stirrup by pointing knuckles upward as high as possible. Return until knuckles are pointing downward as far as possible. Repeat.
"
Triceps/CBBentoverTriExtRope,Cable Bent-over Triceps Extension (with rope attachment),Push,"
;Triceps Brachii;
","
;None ;
","
;Deltoid, Anterior;
;Pectoralis Major, Clavicular;
;Extensor Carpi Ulnaris;
;Flexor Carpi Ulnaris;


;
;Rectus Abdominis;
;Obliques;
",,"
;Erector Spinae;
","Preparation

Grasp rope attachment from medium-high pulley. Turn body away from pulley apparatus and position turned rope attachment behind neck. Bend over downward with rope attachment positioned behind neck gripped at each side. Lunge forward with one leg. Allow elbows to be pulled back under cable resistance.

Execution

Extend forearms forward until elbows are straight. Allow cable bar to return back over neck. Repeat.
"
DeltoidAnterior/CBStandingShoulderPress,Cable Standing Shoulder Press,Push,"
;Deltoid, Anterior;
","
;Deltoid, Lateral;
;Supraspinatus;
;Triceps Brachii;
;Trapezius, Middle;
;Trapezius, Lower;
;Serratus Anterior, Inferior Digitations;
","
;Trapezius, Upper;
;Levator Scapulae;
","
;Triceps, Long Head;
",,"Preparation

Stand between two low to medium height pulleys. Grasp cable stirrups from each side. Position stirrups to each side of shoulders with elbows down to sides and stirrups above or slightly narrower than elbows.

Execution

Push stirrups upward until arms are extended overhead. Return stirrups to sides of shoulders and repeat.

Comments

Wrists maintain their approximate position above each elbow throughout movement. Feet may be positioned apart to each side or one foot back as shown. Cable pulleys should be much closer together than what is typically found on standard cable cross over setup.
"
DeltoidPosterior/LVRearLateralRaiseOnExtArmLatRsMch,Lever Rear Lateral Raise (on extended arm kneeling lateral raise machine),Pull,"
;Deltoid, Posterior;
","
;Infraspinatus;
;Teres Minor;
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
","
;Erector Spinae;
;Hamstrings;
;Gluteus Maximus;
;Adductor Magnus;
;Triceps Brachii;
;Wrist Extensors;
",,,"Preparation

Stand on platform facing lateral raise machine. Bend knees and bend over at hips with back flat close to horizontal. With arms straight or slightly bent, grasp lever handles with each hand.

Execution

Maintaining torso position, raise handles to sides until upper arm is shoulder height. Lower and repeat.

Comments

Platform height should allow pivot point of shoulders to be aligned with lever fulcrum. Upper arm should travel in perpendicular path to torso to minimize relatively powerful latissimus dorsi involvement. At top of movement, elbows (not necessarily dumbbells) should be directly lateral to shoulders since elbows are slightly bent forward.

To exercise posterior deltoid and not lateral deltoid, keep torso close to horizontal. Positioning torso at 45° is not sufficient angle to target rear deltoids. Knees are bent in effort to keep low back straight (See Hamstring Inflexibility). Apparatus was originally designed to be used for Extended Arm Kneeling Lateral Raise. Also see Rear View Angle.
"
DeltoidAnterior/LVShoulderPressH,Lever Shoulder Press (plate loaded),Push,"
;Deltoid, Anterior;
","
;Pectoralis Major, Clavicular;
;Triceps Brachii;
;Deltoid, Lateral;
;Trapezius, Middle;
;Trapezius, Lower;
;Serratus Anterior, Inferior Digitations;
","
;Trapezius, Upper;
;Levator Scapulae;
","
;Triceps, Long Head;
;Biceps Brachii;
",,"Preparation

Set and grasp lever handles to each side with overhand grip.

Execution

Press lever upward until arms are extended overhead. Lower and repeat.

Comments

Range of motion will be compromised if grip is too wide.
"
Splenius/WtNeckExt,Weighted Seated Neck Extension,Pull,"
;Splenius;
","
;Trapezius, Upper;
;Levator Scapulae;
;Erector Spinae, Cervicis & Capitis Fibers ;
;Sternocleidomastoid, Posterior Fibers ;
","
;No significant stabilizers ;
",,,"Preparation

Place folded towel on weight plate. On bench or stool, sit bent over on thighs. With both hands, place plate(s) on back of head with towel placed in between for comfort.

Execution

Move head up by hyperextending neck up as high as possible. Return by bending neck down until chin touches upper chest. Repeat.
"
LatissimusDorsi/LVUnderhandPulldownS,Lever Underhand Pulldown,Pull,"
;Latissimus Dorsi;
","
;Brachialis;
;Brachioradialis;
;Teres Major;
;Deltoid, Posterior;
;Rhomboids;
;Levator Scapulae;
;Trapezius, Lower;
;Trapezius, Middle;
;Pectoralis Major, Sternal;
;Pectoralis Minor;
",,"
;Biceps Brachii;
;Triceps, Long Head;
",,"Preparation

Grasp lever handles with underhand grip. Sit with thighs under supports.

Execution

Pull down lever handles to sides until elbows are to sides. Return until arms and shoulders are fully extended. Repeat.
"
DeltoidLateral/DBSeatedUprightRow,Dumbbell Seated Upright Row,Pull,"
;Deltoid, Lateral;
","
;Deltoid, Anterior;
;Supraspinatus;
;Brachialis;
;Brachioradialis;
;Biceps Brachii;
;Trapezius, Middle;
;Trapezius, Lower;
;Serratus Anterior, Inferior Digitations;
;Infraspinatus;
;Teres Minor;
","
;Trapezius, Upper;
;Levator Scapulae;
;Triceps Brachii; (opposite Arm) ;
",,,"Preparation

Sit on end of bench with legs far apart. Grasp dumbbell between legs with arm vertical under shoulder. Position torso slightly forward with hand on knee for support.

Execution

Pull dumbbell to front of shoulder with elbow leading out to side. Allow wrists to flex as dumbbell rises upward. Lower and repeat.

Comments

When dumbbell is raised, wrist should be in front or just below of shoulder; elbow should be to side, not too pointing forward. See Upright Row Safety. Also see Dumbbell One Arm Upright Row in standing position.
"
Triceps/CBKneelingTriExt,Cable Kneeling Triceps Extension,Push,"
;Triceps Brachii;
","
;None ;
","
;Wrist Flexors;
",,,"Preparation

Grasp cable bar from middle pulley with narrow or shoulder width overhand grip. Turn body away from pulley apparatus with cable bar above head. Kneel before bench, bend over and place elbows on edge of bench. Maintain upper arms parallel with shoulders as low as possible.

Execution

Extend forearms over head until elbow are fully extended. Return and repeat.
"
PectoralSternal/DBFly,Dumbbell Fly,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Biceps Brachii, Short Head;
","
;Biceps Brachii;
;Brachialis;
;Triceps Brachii;
;Wrist Flexors;
",,,"Preparation

Grasp two dumbbells. Lie supine on bench. Support dumbbells above chest with arms fixed in slightly bent position. Internally rotate shoulders so elbows point out to sides.

Execution

Lower dumbbells to sides until chest muscles are stretched with elbows fixed in slightly bent position. Bring dumbbells together in wide hugging motion until dumbbells are nearly together. Repeat.
"
PectoralSternal/SMBenchPress,Smith Bench Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Lie supine on bench with chest under bar. Grasp bar with wide oblique overhand grip. Disengage bar by rotating bar back.

Execution

Lower weight to chest. Press bar until arms are extended. Repeat.
"
PectoralSternal/LVDeclineChestPressH,Lever Decline Chest Press (plate loaded),Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Sit on seat with handles lower chest height. Grasp handle with wide overhand grip; elbows out to sides just below shoulders.

Execution

Press lever until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.
"
PectoralSternal/CBStandingChestPress,Cable Standing Chest Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
","
;Pectoralis Minor;
;Serratus Anterior;
","
;Biceps Brachii, Short Head;
",,"Preparation

Stand between two shoulder height pulleys, facing away from cable columns. Grasp cable stirrups from each side. Position stirrups to sides of chest with elbows out to sides. Position forearms horizontally and parallel with hands elbow width. Step forward in lunging posture (one foot in front and other foot behind). Lean and step forward with one foot in front, bending forward leg.

Execution

Push stirrups forward until arms are straight and parallel to one another. Return stirrups to original position until slight stretch is felt in chest or shoulders. Repeat.
"
PectoralSternal/LVParallelGripChestPress,Lever Parallel Grip Chest Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Sit on seat with sides of ribs approximately height of parallel handles. If available, push foot lever until handles are within grasping range. Grasp parallel handles. Release foot lever.

Execution

Press lever until arms are extended. Return weight until shoulders or chest feels slightly stretched. Repeat.
"
PectoralSternal/DBBenchPress,Dumbbell Bench Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Sit down on bench with dumbbells resting on lower thigh. Kick weights to shoulder and lie back. Position dumbbells to sides of chest with bent arm under each dumbbell.

Execution

Press dumbbells up with elbows to sides until arms are extended. Lower weight to sides of chest until slight stretch is felt in chest or shoulder. Repeat.
"
PectoralSternal/LVChestDip2,Lever Chest Dip,Push,"
;Pectoralis Major, Sternal;
","
;Deltoid, Anterior;
;Triceps Brachii;
;Pectoralis Major, Clavicular;
;Pectoralis Minor;
;Rhomboids;
;Levator Scapulae;
;Latissimus Dorsi;
;Teres Major;
","
;Trapezius, Lower;
",,,"Preparation

If possible, place handles in wide position. Sit on seat with legs under pads. Grasp handles with oblique grip. Lean slightly forward and allow elbows to flare out.

Execution

Push lever down by straightening arms. Return lever up with elbows flaring out until chest is slightly stretched. Repeat.
"
PectoralSternal/AsChestDip,Machine-assisted Chest Dip,Push,"
;Pectoralis Major, Sternal;
","
;Deltoid, Anterior;
;Triceps Brachii;
;Pectoralis Major, Clavicular;
;Pectoralis Minor;
;Rhomboids;
;Levator Scapulae;
;Latissimus Dorsi;
;Teres Major;
","
;Trapezius, Lower;
",,,"Preparation

Mount wide dip bar with oblique grip (bar diagonal under palm), arms straight with shoulders above hands. Step down onto assistance lever with hips and knees bent.

Execution

Lower body by bending arms, allowing elbows to flare out to sides. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.
"
PectoralSternal/BWPushupKnee,Push-up (on knees),Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
","
;Serratus Anterior;
;Pectoralis Minor;
;Rectus Abdominis;
;Obliques;
","
;Biceps Brachii, Short Head;
","
;Erector Spinae;
","Preparation

Lie prone on floor with hands slightly wider than shoulder width. Bend knees and raise body up off floor by extending arms with body straight.

Execution

Keeping body straight and knees bent, lower body to floor by bending arms. Push body up until arms are extended. Repeat.



"
PectoralSternal/WtPushup,Weighted Push-up,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
","
;Rectus Abdominis;
;Obliques;
;Quadriceps;
;Pectoralis Minor;
;Serratus Anterior;
","
;Biceps Brachii, Short Head;
","
;Erector Spinae;
","Preparation

Lie prone on floor with hands slightly wider than shoulder width. Raise body up off floor by extending arms with body straight. Partner can place weight plate(s) on back if needed.

Execution

Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat.
"
PectoralSternal/LVChestPressS,Lever Chest Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Sit on seat with chest approximately height of handles. Grasp handles with wide overhand grip; elbows out to sides just below shoulders.

Execution

Press lever until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.
"
PectoralSternal/LVSeatedFly2,Lever Seated Fly,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Pectoralis Minor;
;Deltoid, Anterior;
;Biceps Brachii, Short Head;
;Serratus Anterior;
","
;Biceps Brachii;
;Brachialis;Wrist Flexors;
",,,"Preparation

Sit on machine with back on pad. Grasp handles to both sides, shoulder height. Slightly bend elbows and internally rotate shoulders so elbows are back.

Execution

Keeping elbows pointed high, push lever handles forward and together. Return to back toward original position until mild stretch is felt in chest or shoulder. Repeat.
"
PectoralSternal/BWArcherPushup,Archer Push-up,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
","
;Serratus Anterior;
;Pectoralis Minor;
;Rectus Abdominis;
;Obliques;
;Quadriceps;
","
;Biceps Brachii, Short Head;
","
;Erector Spinae;
","Preparation

Lie prone with forefeet on floor and hands pointed outward, one close to rib cage and other at arm's length away. Position head facing toward extended arm.

Execution

Keeping extended arm and body reasonably straight, push body up with arm closest to body until arm is extended. Turn head head and lower body to opposite side. Repeat.
"
PectoralSternal/CBDeclineChestPress,Cable Decline Chest Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Sit on seat and grasp stirrups to each side. Position elbows out to sides, slightly lower than shoulder height. Position hands slightly narrower than elbow width in front of upper arms.

Execution

Push stirrups forward and slightly downward until arms are straight and parallel to one another. Return stirrups to original position, until slight stretch is felt in shoulders or chest. Repeat.
"
PectoralSternal/AsChestDipKneeling,Machine-assisted Chest Dip (kneeling),Push,"
;Pectoralis Major, Sternal;
","
;Deltoid, Anterior;
;Triceps Brachii;
;Pectoralis Major, Clavicular;
;Pectoralis Minor;
;Rhomboids;
;Levator Scapulae;
;Latissimus Dorsi;
;Teres Major;
","
;Trapezius, Lower;
",,,"Preparation

Mount wide dip bar with oblique grip (bar diagonal under palm), arms straight with shoulders above hands. Kneel on padded platform, lowering it down slightly so hips are slightly bent.

Execution

Lower body by bending arms, allowing elbows to flare out to sides. When slight stretch is felt in chest or shoulders push body up until arms are straight. Repeat.
"
PectoralSternal/DBPullover,Dumbbell Pullover,Push,"
;Pectoralis Major, Sternal;
","
;Latissimus Dorsi;
;Teres Major;
;Triceps, Long Head;
;Deltoid, Posterior;
;Pectoralis Minor;
;Rhomboids;
;Levator Scapulae;
","
;Triceps Brachii;
;Deltoid, Anterior;
;Pectoralis Major, Clavicular;
;Wrist Flexors;
",,,"Preparation

Lie on upper back perpendicular to bench. Flex hips slightly. Grasp one dumbbell from behind or from side with both hands under inner plate of dumbbell. Position dumbbell over chest with elbows slightly bent.

Execution

Keeping elbows slightly bent throughout movement, lower dumbbell over and beyond head until upper arms are in-line with torso. Pull dumbbell up and over chest. Repeat.
"
PectoralSternal/BBFloorPress,Barbell Floor Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Lie supine on floor at base of power rack. Place feet on floor with knees bent. Grasp bar from rack with overhand and slightly wider than shoulder width grip. Dismount barbell from rack over chest.

Execution

Lower weight to lower chest until the triceps are completely on the floor. Relax momentarily, then press bar upward until arms are extended. Repeat.
"
PectoralSternal/AsChestDipSelf,Self-assisted Chest Dip,Push,"
;Pectoralis Major, Sternal;
","
;Deltoid, Anterior;
;Triceps Brachii;
;Pectoralis Major, Clavicular;
;Pectoralis Minor;
;Rhomboids;
;Levator Scapulae;
;Latissimus Dorsi;
;Teres Major;
","
;Trapezius, Lower;
",,,"Preparation

Stand on bench or elevation between parallel bars. Mount wide dip bar with oblique grip (bar diagonal under palm), arms straight with shoulders above hands. Bend knees and hips slightly and place forefoot on bench or elevation below.

Execution

Lower body by bending arms, allowing elbows to flare out to sides. If necessary, use minimal assistance of lower body to control descent, allowing knees and hips to bend, keeping forefeet in contact with bench or elevation. When slight stretch is felt in chest or shoulders, push body up until arms are straight and repeat, again with minimal assistance from legs.
"
PectoralSternal/CBOneArmChestPress,Cable One Arm Chest Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
","
;Pectoralis Minor;
;Serratus Anterior;
","
;Biceps Brachii, Short Head;
",,"Preparation

Sit on seat and grasp stirrup to one side. Position elbows out to side, slightly lower than shoulder height. Position hand slightly narrower than elbow width in front of upper arm.

Execution

Push stirrups out straight in front of shoulder until arm is straight. Return stirrups to original position until slight stretch is felt through shoulder or chest. Repeat.
"
PectoralSternal/BBGuillotineBenchPress,Barbell Guillotine Bench Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Triceps Brachii;
;Deltoid, Anterior; (see comments);
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Lie supine on bench. Dismount barbell from rack over upper chest using wide oblique overhand grip.

Execution

Lower weight to neck to upper chest. Upper arms will be perpendicular to torso. Press bar until arms are extended. Repeat.
"
PectoralSternal/BBBenchPressPowerLift,Barbell Bench Press (power lift),Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
","
;Erector Spinae;
;Gluteus Maximus;
","
;Biceps Brachii, Short Head;
",,"Preparation

Lie supine on bench. Grasp bar with overhand and slightly wider than shoulder width grip. Arch back, extend hips, and position feet back flat on floor. Dismount barbell from rack over chest.

Execution

Lower weight to lower chest. Press bar upward until arms are extended. Repeat.
"
PectoralSternal/LVBBBenchPress,Lever Barbell Bench Press (plate loaded),Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Lie supine on bench with upper chest under bar. Grasp bar with wide oblique overhand grip. Disengage bar by rotating bar.

Execution

Lower weight to chest. Press bar until arms are extended. Repeat.
"
PectoralSternal/LVWideGripChestPress,Lever Wide Grip Chest Press (plate loaded),Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Sit on seat with chest approximately height of handles. Grasp handles with wide overhand grip and elbows out to sides.

Execution

Press lever until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.
"
PectoralSternal/LVAlternatingChestPress,Lever Alternating Chest Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Sit on seat with lever grips lower chest height. Grasp grips with wide overhand grip; elbows out to sides just below shoulders.

Execution

Press one lever until arm is extended. Return lever back until chest muscle is slightly stretched. Repeat with opposite arm, alternating between sides.
"
PectoralSternal/WtPushupHandles,Weighted Push-up (on handles),Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
","
;Rectus Abdominis;
;Obliques;
;Quadriceps;
;Pectoralis Minor;
;Serratus Anterior;
","
;Biceps Brachii, Short Head;
",,"Preparation

Kneel before two push-up handles placed slightly wider than shoulder width apart. Grasp both handles and place feet back on floor or slightly elevated platform. Position body straight with arms extended. Partner can place weight plate(s) on back if needed.

Execution

Keeping body ridged, lower body downward by bending arms until slight stretch is felt in chest or shoulders. Push body back up until arms are extended. Repeat.
"
PectoralSternal/LVDeclineBenchPress,Lever Decline Bench Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Lie supine on decline bench with feet under leg brace and chest under lever bar. Grasp lever bar with wide oblique overhand grip.

Execution

Press bar until arms are extended. Lower weight to chest. Repeat.
"
PectoralSternal/LVDeclineFly,Lever Decline Pec Deck Fly,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Pectoralis Minor;
","
;No significant stabilizers ;
",,,"Preparation

Sit on machine with back on pad. If available, push foot lever until padded lever moves forward. Place forearms on padded lever. Position upper arms approximately parallel. Release foot lever.

Execution

Push levers together. Return until chest muscles are stretched. Repeat.
"
PectoralSternal/LVDeclineChestPressPL,Lever Decline Chest Press (plate loaded),Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Sit on seat with lever grips lower chest height. Grasp grips with wide overhand grip; elbows out to sides just below shoulders.

Execution

Press lever until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.
"
PectoralSternal/DBDeclineBenchPress,Dumbbell Decline Bench Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Sit down on decline bench with feet under leg brace and dumbbells resting on thigh. Lie back with dumbbells. Position dumbbells to sides of chest with bent arm under each dumbbell.

Execution

Press dumbbells up with elbows to sides until arms are extended. Lower weight to sides of chest until slight stretch is felt in chest or shoulder. Repeat.
"
