id,name,muscle,equipment,description,benefits,instructions,rating
incline-straight-arm-pull-over-gethin-variation,Incline straight-arm pull-over,Lats,Other,"The incline straight-arm pull-over is an upper-body exercise targeting the chest and lats (latissimus dorsi). Performing it on an incline bench emphasizes the stretch on the chest in particular. If this movement causes pain in the front of the shoulders, perform it with a more limited range of motion or try pull-overs using a high cable stack instead. Pull-over variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of chest or back-focused upper-body training.","Builds size and definition in the chest and back
Works the triceps isometrically
Positioning on the incline bench makes for better isolation",,0.0
single-leg-hamstring-curl-gethin-variation,Single-leg lying leg curl,Hamstrings,Machine,"The single-leg lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training. Performing it one leg a time allows you to focus on the mind-muscle connection of each leg and address muscle imbalances.","Builds size and strength in the hamstrings
Also works the glutes and calves
Helps with size or strength imbalances between legs
Many lifters say they ""feel"" this movement more effectively than seated leg curls",,0.0
cable-rear-delt-fly-gethin-variation,Cable Rear Delt Fly - Gethin Variation,Shoulders,Cable,"The standing crossed-cable rear delt fly is an isolation exercise for the rear deltoids. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.","Builds size and definition in the shoulders, traps, and upper back
Encourages shoulder health and balanced development
The cable keeps constant tension on the muscles",,0.0
supine-two-arm-overhead-throw,Supine Two-Arm Overhead Throw,Abdominals,,"The sit-up with overhand throw is an exercise targeting the core muscles, as well as the shoulders and upper back. When you come to the top of the sit-up position, you throw a medicine ball at a personal trainer or spotter—who will throw it right back to you. It can be performed for time or reps as part of the ab-focused portion of any workout.","Develops strength in the core and hip flexors
The throwing motion really works the shoulders and lats, but also amps core activation
Simple way to make traditional sit-ups more difficult",,0.0
lying-single-arm-overhead-dumbbell-extension-gethin-variation,Single-arm dumbbell skullcrusher,Triceps,Dumbbell,"The single-arm dumbbell skullcrusher is a triceps exercise that has been a staple of bodybuilders for decades. Skullcrushers are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arms-focused workout.","Builds muscle and strength in the triceps
Targets the long head specifically
The single-arm variation means the mind-muscle connection can be focused on one triceps at a time",,0.0
smith-machine-front-squat-gethin-variation,Smith machine front squat,Quadriceps,Machine,"The Smith machine front squat is a machine-based exercise targeting the muscles of the lower body. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a full-body or lower-body workout.","Adds size and strength to the quads, glutes, and hamstrings
Works the core and upper back to maintain an upright posture
The bar moves on a track making it easier to get into position and control",,0.0
cable-deadlift-gethin-variation,Cable stiff-legged deadlift,Lower Back,Cable,"The cable stiff-legged deadlift is a lower-body exercise that mainly targets the hamstrings, while also benefiting the glutes using a proper hip-hinging motion.","Builds size and strength in the posterior chain
Engages the lower back, core, and upper back to maintain position
Cables allow for constant tension on the muscles",,0.0
standing-calf-raise-facing-hack-squat-machine-gethin-variation,Standing Calf Raise Facing Hack Squat Machine - Gethin Variation,Calves,Machine,The reverse hack squat calf raise is a varation of the standing calf raise to target them in a different manner.,"Builds size in the calves
Preventing injury when running, squatting, or jumping.
Increase difficulty by holding the contraction at the top or performing tempos",,0.0
machine-deadlift-gethin-variation,Machine Deadlift - Gethin Variation,Quadriceps,Machine,,,,0.0
single-arm-cable-concentration-curls-gethin-variation,Lying high-cable biceps curl,Biceps,Cable,The lying high-cable biceps curl is a single-joint exercise targeting the biceps in a prone (face-up) position. It is usually performed for moderate to high reps as part of the arm-focused portion of a workout.,"Builds bigger and stronger biceps
Easy to maintain continuous tension throughout the move
Great for hitting the short (inner) head of the biceps",,0.0
exercise-ball-alternating-crunch-gethin-variation,BOSU cross-body crunch,Abdominals,Exercise Ball,"The BOSU cross-body crunch is a dynamic abdominal exercise performed on a BOSU ball or other stability training device. It targets several of the muscles in the core, including the obliques and the rectus abdominis or ""six-pack"" muscles. It is usually performed in alternating reps, either for time or a number of reps, as part of an ab-focused workout or a circuit involving body weight or the BOSU ball.","More difficult than bodyweight bicycle crunches
Stability challenge from the ball forces the abs to work harder to stabilize
Draping back over the ball between reps can increase the stretch on the abs",,0.0
single-arm-preacher-machine-curl-gethin-variation,Single-arm machine preacher curl,Biceps,Machine,"The single-arm machine preacher curl is a popular exercise to build size and strength in the biceps. It approximates the motion of a free-weight preacher curl, but uses a selectorized weight stack or plate-loaded machine. Many such machines offer different grips and grip widths. Machine biceps curls are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or arm-focused portion of a workout.","Builds size and strength in the biceps
Great way to focus on the biceps peak
Easy to change weight for dropsets
Great burnout on arm day
Allows you to focus on one arm at a time",,0.0
standing-cable-hamstring-curl-gethin-variation,Standing cable leg curl,Hamstrings,Cable,"The standing cable leg curl is an isolation exercise for the hamstrings. It is often used as a variation of leg curl machines and for working each side independently. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of lower-body training.","Builds and strengthens the hamstrings
Trains knee flexion function of hamstrings
The cable keeps constant tension on the muscles",,0.0
incline-dumbbell-fly-and-press-combo-gethin-variation,Incline dumbbell fly and press,Chest,Dumbbell,"The incline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the upper pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.","Adds size and strength to the pecs
Makes the chest work harder during the press
Great burnout movement on chest day",,0.0
seated-leg-curl-gethin-variation,Leg curl,Hamstrings,Machine,"The leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It comes in seated and lying varieties, but the seated leg curl machine is more common in commercial gyms. Leg curl variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.","Builds size and strength in the hamstrings
Less glute and hamstring involvement than lying curl variations
Great accessory movement for a stronger squat and deadlift
Great burnout on leg day",,0.0
single-arm-rear-delt-raise-gethin-variation,Single-arm bent-over rear delt fly,Abdominals,Other,"The single-arm bent-over rear delt fly is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.","Promotes aesthetically and functionally balanced shoulders
Builds muscle in the rear delts and upper back
Single-arm sets allow you to focus on one shoulder at a time
Promotes shoulder joint stability",,0.0
cable-overhead-triceps-extension-gethin-variation,Cable Overhead Triceps Extension - Gethin Variation,Triceps,Cable,The overhead triceps extension is an isolation exercise that is performed with a cable. It is usually performed for moderate to high reps as part of the arm-focused portion of a workout.,"The cables provide constant tension on the muscles
Builds strength and size in the triceps
Great move to focus on the mind-muscle connection with light to moderate weight",,0.0
seated-band-incline-biceps-curl-gethin-variation,Incline dumbbell biceps curl,Biceps,Bands,"The incline dumbbell biceps curl is an exercise targeting the biceps and performed face up on an incline bench. This creates a vertical arm angle, which helps to isolate the biceps and limit involvement of the shoulder muscles. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or arm-focused training.","Adds size and definition to the biceps
Positioning on the incline bench helps isolate the biceps and enforce strict form
Great burnout movement on arm day",,0.0
single-arm-bent-over-rear-delt-raise-gethin-variation,Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,Middle Back,Other,"The single-arm bent-over rear delt fly or rear delt raise is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.","Promotes aesthetically and functionally balanced shoulders
Builds muscle in the rear delts and upper back
Single-arm sets allow you to focus on one shoulder at a time
Promotes shoulder joint stability",,0.0
incline-cable-fly-gethin-variation,Incline Cable Fly - Gethin Variation,Chest,Cable,"The incline cable chest fly is an isolation movement that uses a cable stack and an incline bench to target the upper portion of the pectoral muscles. It is common in upper-body and chest-focused muscle-building workouts, often after pressing movements like the barbell or dumbbell bench press or as a finishing movement at the end of the workout. It is often used in combination with other flyes to target the chest from different angles.","Unlike dumbbells, cables provide constant tension, including at peak contraction
Can quickly switch weights for dropsets
The line of resistance from the cables targets the muscles of the upper pectorals
Stretches the chest muscles under load which can lead to greater muscle gain",,0.0
captains-chair-leg-raise-gethin-variation,Captain's chair leg raise,Abdominals,Other,"The captain's chair leg raise is a bodyweight exercise that targets the abs. It is performed on an apparatus that allows the forearms to rest on pads and the upright torso to hang freely. Leg raise variations are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training.","Strengthens the abs and hip flexors
Emphasizes the lower part of the rectus abdominis or ""six-pack"" muscles
Higher degree of difficulty than the captain's chair knee raise",,0.0
standing-band-biceps-curl-gethin-variation,Standing band biceps curl,Biceps,Barbell,The standing band biceps curl is an arm-focused exercise using a band for resistance. This variation is usually performed for moderate to high reps as part of an arms-focused or upper-body workout.,"Builds bigger and stronger biceps
The band maintains continuous tension on the biceps throughout the movement
Great for burnout sets at the end of an arm workout
Great for travel or home workouts",,0.0
chest-supported-smith-machine-row-gethin-variation,Chest-Supported Smith Machine Row - Gethin Variation,Lats,Machine,,,,0.0
pvc-shoulder-stretch,PVC Shoulder Stretch,Shoulders,Body Only,,,,0.0
single-leg-hack-squat-gethin-variation,Single-leg hack squat,Quadriceps,Machine,"The single-leg hack squat is a lower-body exercise mainly targeting the quads, performed one side at a time per set. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training, and is usually performed for moderate to high reps, such as 8-12 reps per set or more.","Builds size and strength in the quads
Great quad burnout on leg day
Helps with imbalances in strength and size between legs",,0.0
flat-chest-press-machine-gethin-variation,Machine bench press,Chest,Machine,"The machine bench press is a machine-based exercise targeting the chest and upper body. It approximates the motion of a bench press, but uses a selectorized weight-stack or plate-loaded machine. Many such machines also allow you to choose between different grips and grip widths. Machine-based presses are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or chest-focused portion of a workout.","Builds size and strength in the pecs, triceps, and deltoids
Work the muscles without worrying about stabilizing the weight
Easy to overload without risk of getting pinned
Easy to change weight for dropsets",,0.0
rack-pull-gethin-variation,Rack Pull - Gethin Variation,Lower Back,Other,"The rack pull is a variation of the deadlift performed from an elevated height, either using boxes, safety pins, or the safeties in a squat rack. It targets all the same muscles as the deadlift, including the glutes, hamstrings, upper back, lower back, and grip. It can e used to strengthen deadlift lockout, but also as a deadlift alternative for people who can’t deadlift from the floor without pain.","Builds strength and size similar to deadlift
Can load heavier than a deadlift from the floor
May be safer for elderly populations and beginners than deadlifts from the floor
Can be performed at multiple different levels: below the knee, above the knee, or just a few inches from lockout",,0.0
incline-front-barbell-raise-gethin-variation,Incline Front Barbell Raise - Gethin Variation,Shoulders,Barbell,"The incline face-down bar front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.","Adds size and strength to the anterior and medial deltoids
Performing on a bench enforces strict form and eliminates momentum
Great burnout movement on shoulder day",,0.0
dumbbell-lateral-raise-gethin-variation,Dumbbell lateral raise,Shoulders,Dumbbell,"The dumbbell lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a staple strength-training move and is a great option for accessory work on upper-body training days. It is usually performed for moderate to high reps, at least 8-12 reps, as part of the upper-body or shoulder-focused portion of a workout.","Builds shoulder strength and size, even with light weights
Makes shoulders appear wider and rounder
Can be done standing or seated",,0.0
hack-squat-narrow-stance-gethin-variation,Narrow-stance hack squat,Quadriceps,Machine,"The narrow-stance hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training, and is usually performed for moderate to high reps, such as 8-12 reps per set or more.","Builds size and strength in the quads
Great quad burnout on leg day
Simple to alter tempo or add pauses to increase difficulty",,0.0
reverse-grip-dumbbell-curl-gethin-variation,Reverse-grip dumbbell curl,Biceps,Dumbbell,"With the reverse-grip dumbbell curl, the palms face down, not up. This unorthodox wrist position simultaneously targets the biceps while also building forearm and grip strength. The move can be performed standing or seated. Because grip is a limiting factor, it is usually performed for moderate to high reps, such as 8-10 reps per set.","Builds size and strength in the biceps, brachialis, and forearms
Helps build biceps thickness
Works the brachialis in the upper arm and the brachioradialis in the forearm",,0.0
smith-machine-close-grip-bench-press-gethin-variation,Smith machine close-grip bench press-,Triceps,Machine,"The Smith machine close-grip bench press is a machine-based movement targeting the chest and triceps. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest, arms, or upper-body focused workout.","Adds size and strength to the chest and triceps
Allows for greater triceps work than wider grips
The bar moves on a track making it easier to control",,0.0
calf-press-on-a-hack-squat-machine-gethin-variation,Calf Press On A Hack Squat Machine - Gethin Variation,Calves,Machine,The hack squat calf raise is a variation of the standing calf raise to target them in a different manner than seated or fully standing.,"Builds size in the calves
Preventing injury when running, squatting, or jumping.
Increase difficulty by holding the contraction at the top or performing tempos",,0.0
cable-cross-over-gethin-variation,Cable Cross-Over - Gethin Variation,Chest,Cable,"The cable cross-over is an isolation movement that uses a cable stack to build bigger and stronger pectoral muscles. Since it's done using adjustable pulleys, you can target different parts of your chest by setting the pulleys at different levels. It is common in upper body and chest-focused muscle-building workouts, often as a pre-exhaust at the beginning of a workout, or a finishing movement at the end. It is often in combination with other presses or flyes to target the chest from different angles.","Unlike dumbbells, cables provide constant tension, including at peak contraction
Ability to quickly switch weights for dropsets
Ability to customize cable height to target specific areas of the chest
Stretches the chest mucles under load, which can lead to greater muscle gain",,0.0
ab-crunch-machine-gethin-variation,Machine crunch,Abdominals,Machine,"The machine crunch is a machine-based exercise targeting the abdominal muscles. It involves sitting upright in the machine and curling the torso down against a pre-set level of resistance. On some machines, the knees also curl up toward the torso. Crunch machines usually use extra resistance in the form of selectorized weight stacks or plate loading, and are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of the ab-focused portion of a workout.","Works the rectus abdominis or ""six-pack"" muscles
Allows for progressive overload in ab training
Machine makes it difficult to cheat form
Weighted ab training can help the core muscles grow and look more defined
Easy to change weight for dropsets",,0.0
shoulder-t,Shoulder T,Shoulders,Body Only,"The bent-over plate rear delt raise is an exercise targeting the rear heads of the shoulders, aka deltoids. You can also use dumbbells or other light weights for a similar effect. This movement is usually performed as part of a dynamic warm-up, or as a high-rep burnout movement on a shoulder or back day.","Builds and strengthens the rear heads of the shoulders
Promotes overall balanced shoulder growth and joint health
Builds rhomboids and other upper back muscles",,0.0
dumbbell-crunch-gethin-variation,Dumbbell Crunch - Gethin Variation,Abdominals,Dumbbell,"The dumbbell crunch is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the crunch far more difficult, providing a different stimulus to the core during training.","Allows you to train in lower rep ranges when bodyweight crunches get easy
Weighted ab training can help the core muscles grow and look more defined
Increases abdominal strength, not just muscle tone",,0.0
band-standing-abductions,Band Standing Abductions,Abdominals,,,,,0.0
seated-cable-fly-gethin-variation,Seated cable chest fly,Chest,Cable,"The seated cable chest fly is an isolation movement that uses a cable stack and an upright bench to target the pectoral muscles. Being able to brace against a seat can help you stabilize your torso and focus on isolating the pecs, feeling them stretch and contract. It is usually used in combination with other presses or flyes to target the chest from different angles.","Unlike dumbbells, cables provide constant tension, including at peak contraction
Being able to push your torso against the bench can allow you to focus on the mind-muscle connection and move slightly more weight
Quick and easy to switch weights for dropsets
Stretches the chest muscles under load which can lead to greater muscle gain",,0.0
exercise-ball-knee-tuck-gethin-varation,Exercise Ball Knee Tuck - Gethin Varation,Abdominals,Exercise Ball,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.,"Hits every part of the core, including the rectus abdominus or ""six-pack"" muscles and the deep core
Excellent way to build up to the full exercise ball pike
Improves balance and coordination",,0.0
bodyweight-walking-lunge-gethin-variation,Bodyweight Walking Lunge - Gethin Variation,Quadriceps,Body Only,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout.","Builds strength in the lower-body muscles
Works core strength to maintain balance and a neutral spine
Improves overall stability, coordination, and balance
Can be done for long distances as a challenge or lower-body growth stimulus
Serious cardiovascular challenge if done for high reps",,0.0
shoulder-elevated-one-leg-hip-thrusts,Shoulder-Elevated One-Leg Hip Thrusts,Abdominals,Other,,,,0.0
cross-body-crunch-gethin-variation,Cross-Body Crunch - Gethin Variation,Abdominals,Body Only,"The cross-body sit-up is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It involves bringing the opposite-side knee and elbow together, usually alternating sides with each rep. It can be performed for time or reps as part of the ab-focused portion of any workout.","Builds the rectus abdominis and the obliques
Can be performed with feet anchored or unanchored
Builds both strength and muscle definition
No equipment required",,0.0
squat-press-gethin-variation,Squat Press - Gethin Variation,Quadriceps,,,,,0.0
incline-rear-delt-fly-gethin-variation,Incline Rear-Delt Fly - Gethin Variation,Shoulders,Dumbbell,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.","Adds size and strength to the posterior deltoids
The incline takes away the potential of using momentum, making the movement more challenging
Helps develop bigger, more balanced, and healthier shoulders
Great burnout movement on shoulder day
Works the rhomboids and lower and middle traps",,0.0
decline-one-arm-dumbbell-press-gethin-variation,Single-arm decline dumbbell bench press,Chest,Dumbbell,"The single-arm decline dumbbell bench press is an upper-body exercise targeting the pectoral muscles, particularly the lower pecs. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.","Adds size and strength to the pecs and triceps
Targets the lower chest
Trains imbalances in strength or size between sides
The free hand can help perform forced reps or spot the working hand
Serious core work to stabilize during the press",,0.0
decline-lying-leg-raise-with-twist-gethin-variation,Decline leg lift with twist,Abdominals,Body Only,"The decline leg lift with twist is a bodyweight core exercise targeting the obliques and rectus abdominis or ""six-pack"" muscles, particularly the lower abs. It can be performed for time or for reps as part of the core-focused portion of any workout or circuit.","Serious work for the obliques and rectus abdominis or ""six-pack"" muscles
Trains rotational strength to twist back and forth
Can be progressed by increasing the decline angle over time
Can be performed for time or reps",,0.0
bent-over-reverse-cable-fly,Bent-Over Reverse Cable Fly,Abdominals,Cable,,,,0.0
one-arm-cable-side-raise-gethin-variation,One-Arm Cable Side Raise - Gethin Variation,Shoulders,Cable,"The single-arm cable lateral raise is an isolation exercise targeting the shoulders, specifically the medial deltoid. This movement also hits the traps and upper back, and allows you to focus on each side independently. Because grip is a limitation, it is usually performed for moderate to high reps, like at least 8-12 reps per set, as part of an upper body or shoulders-focused workout.","Build and strengthen the deltoids, and middle deltoids in particular
Cable encourages strict form without excess momentum
Cable keeps constant tension on the muscles",,0.0
front-to-back-barbell-squat,Front-To-Back Barbell Squat,Quadriceps,Barbell,,,,0.0
bent-arm-dumbbell-pull-over-gethin-variation,Dumbbell pull-over,Traps,Dumbbell,"The dumbbell pull-over is a popular muscle and strength-building exercise that targets the muscles of the chest, upper back, lats, and the serratus anterior. It was a favorite of old-school bodybuilders, who believed high-rep pull-overs helped build a V-taper shape in the torso.","Stretches and strengthens both the chest and latissimus dorsi muscles
Helps build overhead shoulder mobility
Can be done in classic hypertrophy rep ranges of 8-12, or up to 20 reps per set",,0.0
hanging-leg-raise-variation-gethin,Hanging Leg Raise - Variation Gethin,Abdominals,Body Only,"The hanging leg raise is an exercise targeting the abs and hip flexors. Instead of resting the forearms on the pads of apparatus, hang from a bar. It can be performed for time or reps in the ab-focused portion of any workout.","Higher degree of difficulty than with the captain’s chair or parallel bars
Build serious strength in the midsection and grip
Can be performed anywhere that has a bar you can hang from",,0.0
barbell-front-raise-gethin-variation,Barbell Front Raise - Gethin Variation,Shoulders,Barbell,"The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout.","Adds size to the anterior deltoids
Stronger, healthier front deltoids lend themselves to better pressing movements
Can alter grip width based on shoulder comfort",,0.0
standing-calf-raise,Standing Calf Raise,Calves,Body Only,"The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. When unweighted, it is usually performed for high reps or for time.","Stretches and targets the calf muscles to add size and strength
Can alter tempo or add pauses to increase intensity
Can be performed two legs at once, one leg, or alternating
Can be performed anywhere, any time",,0.0
incline-one-arm-dumbbell-press-gethin-variation,Single-arm incline dumbbell bench press,Chest,Dumbbell,"The single-arm incline dumbbell bench press is an upper-body exercise targeting the pectoral muscles. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.","Adds size and strength to the pecs and triceps
Targets the upper chest
Train imbalances in strength or size between sides
The free hand can help perform forced reps or spot the working hand
Serious core work to stabilize during press",,0.0
hex-bar-deadlift-gethin-variation,Hex Bar Deadlift - Gethin Variation,Lower Back,Other,"The hex bar deadlift is a variety of deadlift performed in a hexagonal barbell also known as a trap bar. The bar is held with a parallel (palms in) grip outside of the legs. It is biomechanically different from a barbell deadlift in that it lines up with a lifter’s center of gravity, rather than placing it in front of their body. The trap bar deadlift can be trained in traditional strength and muscle-focused rep range, or for higher reps. It activates all of the same muscle groups as conventional or sumo deadlifts, including the glutes, quads, hamstring, lower back, lats, upper back, and grip.","Many people find it more back-friendly than a barbell deadlift
Many trap bars have a second higher pair of handles for those who need it
Can safely be done for higher reps than barbell deadlifts
Can be performed in more of a squat or deadlift style, according to comfort and anatomy",,0.0
butterfly-crunch,Butterfly crunch,Abdominals,Body Only,"The butterfly crunch is a popular bodyweight exercise that targets the rectus abdominis, or ""six-pack"" muscles. It gets its name from the position of the elbows and knees, both of which are bent out like wings. It can be performed for time or reps as part of any abs-focused circuit or workout.","Serious core activation and burn
Glute activation from lower-body butterfly position
Butterfly position makes it harder to use the hip flexors",,0.0
incline-dumbbell-curl-gethin-variation,Incline Dumbbell Curl - Gethin Variation,Biceps,Dumbbell,The incline dumbbell biceps curl is an isolation exercise targeting the biceps. This variation targets the long head of the biceps more than a traditional curl and there is more overall tension to this muscle.,"Add size and definition to the biceps
Positioning on incline bench makes for better isolation and takes away potential of using momentum
Works the anterior deltoids",,0.0
alternating-single-leg-curl-gethin-variation,Alternating Single-Leg Curl - Gethin Variation,Quadriceps,Machine,,,,0.0
high-pulley-cable-curl-gethin-variation,High-Pulley Cable Curl - Gethin Variation,Biceps,Cable,"Also known as a crucifix curl, the overhead cable curl is a biceps-focused exercise performed between two cable stacks, using a pair of D-handles. The arms and elbows are held at shoulder height throughout the movement, and both hands curl in toward the ears. This position is designed to eliminate shoulder involvement and momentum, while targeting the biceps peak. This movement is generally done for moderate to high reps, such as 8-12 reps per set or more, as part of arm-focused training.","Builds bigger and more defined biceps
The cable provides constant tension throughout the movement, including at peak contraction
Great way to target the biceps peak
Effective even with light weight",,0.0
rope-climb-crunch,Rope Climb Crunch,Abdominals,,,,,0.0
cross-body-mountain-climbers-gethin-variation,Cross-body mountain climber,Abdominals,Body Only,"The cross-body mountain climber is a popular bodyweight exercise targeting the muscles of the core, as well as the shoulders, hips, and cardiovascular system. It is different from a traditional mountain climber because you bring the knee to the opposite side of the body rather than simply to the chest. It can be performed for time or reps as part of a dynamic warm-up, for bodyweight cardio or conditioning, or as no-equipment dynamic core training.","Greater oblique emphasis than traditional mountain climbers
Serious cardiovascular challenge and calorie burn
Teaches core to brace while lower body moves
Great movement for high-intensity interval training (HIIT)",,0.0
reverse-grip-cable-triceps-push-down-gethin-variation,Reverse-Grip Cable Triceps Pushdown - Gethin Variation,Triceps,Cable,"The reverse-grip cable straight-bar push-down is a twist on the popular cable straight-bar push-down. The difference has to do with how the hands are positioned holding the bar: the palms facing up rather than down. Because grip will be a limiting factor, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or higher.","Great burnout movement for triceps
Underhand grip places more stress on the medial head of the triceps
Builds bigger and stronger triceps",,0.0
straight-arm-pull-down-gethin-variation,Straight-Arm Pull-Down - Gethin Variation,Lats,Cable,"The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above.","Strengthens the muscles of the lats, upper back, and core
Easy to alter grip width to provide variety or “feel” the movement working better
Effective alternative to pull-overs, especially for people with limited overhead shoulder mobility
Constant tension throughout movement, and multiple choices of handles",,0.0
stiff-legged-deadlift-gethin-variation,Stiff-Legged Deadlift - Gethin Variation,Quadriceps,Machine,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.","Stretches and engages the hamstrings and lower back to a greater degree than a bent knee position
Also works the calves, quads, and forearms indirectly
The barbell variation allows for heavier loading than with dumbbells
Can use straps if grip is a limitation",,0.0
glute-stretch-yates-variation,Lunge glute stretch,Glutes,Body Only,"The lunge glute stretch is a lower-body stretch targeting the glutes, hips, and piriformis. It is influenced by the pigeon pose from yoga, but is performed with straight arms. It can be part of a dynamic warm-up or mobility work performed anytime.","Improves flexibility and mobility in the hips and glutes
Stretches the piriformis muscles and glutes
Improved mobility in hips leads to better performance in lower-body movements",,0.0
hamstring-stretch-yates-variation,Standing hamstring stretch,Hamstrings,Body Only,"The standing hamstring stretch is an exercise that stretches the hamstrings, the muscles that cover the back of the thighs. It involves looping a band around one foot and then pulling it, which produces an intense stretch in the hamstrings. It can be performed prior to training the lower body or playing sports, or as a restorative stretch anytime.","Helps prevent hamstring injuries, which are common and debilitating
Targets a chronically tight muscle group
Increasing flexibility in the hamstrings can help combat pain in the knees and hips",,0.0
leg-extension-gethin-variation,Leg Extension - Gethin Variation,Hamstrings,Machine,The leg extension is an isolation exercise for the quads.,"Builds size and strength in the quads
Strengthens ligments that are connected to the knee joint, helping prevent injury
Great accessory movement for a stronger squat",,0.0
close-grip-ez-bar-curl-gethin-variation,Close-Grip EZ-Bar Curl - Gethin Variation,Biceps,Barbell,"The close-grip EZ-bar curl is an exercise targeting the biceps, particularly the long head. The main difference between this exercise and standard barbell curls is that the hands are positioned closer together on the bar. It is thought that this helps build the outer biceps head and the peak. This curl variation is usually performed for moderate to high reps, like at least 8-12 reps per set.","Builds bigger and stronger biceps
Targets the long head of the biceps, which makes up the biceps peak
Many lifters find the EZ-bar easier on the wrists, elbows, and shoulders than a straight bar",,0.0
standing-dumbbell-shrug-gethin-variation,Standing Dumbbell Shrug - Gethin Variation,Traps,Dumbbell,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It’s a often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.","Simple to set up and perform
With the help of lifting straps, you can go very heavy
Easy to add intensity by pausing for 1-3 seconds at the top of the movement",,0.0
