id,name,force,target,synergist,stabilizer,dynamic stabilizer,antagonist stabilizer,instructions
Subscapularis/LVInternalRotation,Lever Shoulder Internal Rotation,Pull,Subscapularis,"Pectoralis Major, Sternal;Pectoralis Major, Clavicular;Latissimus Dorsi;Teres Major;Deltoid, Anterior",Wrist Flexors,,,"Preparation

Place elbow on forearm pad and grasp handle with upper arm to side of body and forearm away from body.

Execution

Pull lever toward from body. Return and repeat. Adjust lever to opposite side and repeat with other arm.
"
DeltoidPosterior/BWRearDeltInvertedRow,Rear Delt Inverted Row,Pull,"Deltoid, Posterior","Infraspinatus;Teres Minor;Trapezius, Middle;Trapezius, Lower;Rhomboids;Brachialis;Brachioradialis","Erector Spinae;Hamstrings;Gluteus Maximus;Deltoid, Lateral",Biceps Brachii,Rectus Abdominis;Obliques,"Preparation

Stand facing waist to lower chest height horizontal bar. Grasp bar with wide overhand grip. Turn elbows outward to sides. Walk forward under bar while pulling upper chest close to bar. With heels on floor, position body at angle under bar with legs, hips and spine straight. Position forearms perpendicular to body, orientated forward. Also, position upper arms perpendicular to body, orientated to each side.

Execution

Lower body downward until arms are extended straight while keeping body straight and elbows high (upper arm perpendicular to torso). Pull body toward bar until upper arms are just beyond parallel to one another. Return and repeat.

Comments

If elbows fall so upper arms no longer travels perpendicular to trunk, Latissimus Dorsi becomes involved. Elbows should be positioned directly lateral to shoulders at highest position. Pulling bar to lower chest is not sufficient angle to target rear deltoids. A higher bar (ie: lighter resistance) is required than what is required on Inverted Row. Bar height can be adjusted to vary resistance. See Gravity Vectors for greater understanding of how body angle influences resistance. Also known as Body Row or Supine Row.
"
Triceps/CBPushdownSupport,Cable Pushdown (with back support),Push,Triceps Brachii,,"Latissimus Dorsi;Teres Major;Deltoid, Posterior;Pectoralis Major, Sternal;Pectoralis Minor;Trapezius, Lower;Rectus Abdominis;Obliques;Wrist Flexors",,Erector Spinae,"Preparation

Place back against vertical back support. Grasp cable attachment from high pulley with narrow overhand grip. Position elbows to side.

Execution

Extend arms down. Return until forearm is close to upper arm. Repeat.
"
LatissimusDorsi/LVUnderhandPulldownH,Lever Underhand Pulldown (plate loaded),Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Major, Sternal;Pectoralis Minor",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Grasp lever handles with underhand grip. Sit with thighs under supports.

Execution

Pull down lever handles toward sides until elbows are to sides. Return until arms and shoulders are fully extended. Repeat.
"
Triceps/BWCloseGripInclinePushupBar,Close Grip Incline Push-up (on bar),Push,Triceps Brachii,"Pectoralis Major, Sternal;Pectoralis Major, Clavicular;Deltoid, Anterior",Rectus Abdominis;Obliques;Quadriceps;Gastrocnemius;Soleus,"Biceps Brachii, Short Head",,"Preparation

Grasp horizontal bar (lower than chest height) with hands shoulder width or slightly narrower. Position forefeet back from bar with arms and body straight. Arms should be perpendicular to body.

Execution

Keeping body straight, lower chest to bar by bending arms. Push body up until arms are extended. Repeat.

Comments

Both upper and lower body must be kept straight throughout movement. Height of bar affects difficulty of movement. See Gravity Vectors for greater understanding of how body angle influences resistance. Also see wider grip push-up.
"
BackGeneral/LVAlternatingSeatedUnderhandRowH,Lever Alternating Underhand Seated Row (plate loaded),Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Sit on seat and position chest against pad. Grasp lever handles with underhand grip.

Execution

Pull one lever back until elbow is behind back and shoulder is pulled back. Return until arm is extended and shoulder is stretched forward. Repeat with opposite arm, alternating between sides.
"
Infraspinatus/DBSeatedExternalRotation,Dumbbell Seated Shoulder External Rotation,Pull,Teres Minor,"Infraspinatus;Deltoid, Posterior",Wrist Extensors,,,"Preparation

Sit on bench. Place foot on other side of bench and other foot on floor with knees bent. Place upper elbow on knee with dumbbell positioned above knee.

Execution

Lower dumbbell downward toward lower leg by rotating shoulder until slight stretch is felt. Return and repeat. Continue with opposite arm.
"
BackGeneral/LVAlternatingNarrowGripSeatedRow,Lever Alternating Narrow Grip Seated Row (plate loaded),Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Sit on seat and position chest against pad. Grasp lever handles with underhand grip.

Execution

Pull one lever back until elbow is behind back and shoulder is pulled back. Return until arm is extended and shoulder is stretched forward. Repeat with opposite arm, alternating between sides.
"
Supinators/LVSeatedSupination,Lever Seated Forearm Supination,Pull,Supinator,Biceps Brachii,,,,"Preparation

Sit on seat. Grasp rotating handles with overhand grip on each side and place forearms on pads.

Execution

Rotate shafts by turning palm upward. Return and repeat.
"
Triceps/BBLyingTriExtSC,"Barbell Lying Triceps Extension ""Skull Crusher""",Push,Triceps Brachii,,"Deltoid, Anterior;Pectoralis Major, Clavicular;Pectoralis Major, Sternal;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Wrist Flexors",,,"Preparation

Lie on bench with narrow overhand grip on barbell. Position barbell over shoulders with arms extended.

Execution

Lower bar to forehead by bending elbows. Extend arms and repeat.
"
BackGeneral/LVStraightBackSeatedRowNoPadPL,"Lever Straight Back Seated Row (no chest pad, plate loaded)",Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",Erector Spinae;Hamstrings;Gluteus Maximus;Adductor Magnus,"Biceps Brachii;Triceps, Long Head",Rectus Abdominis;Obliques,"Preparation

Sit on seat with feet positioned on foot bar or platform. Grasp handles with each hand. Position torso upright with knees bent slightly.

Execution

Pull handles to body. Pull shoulders back and lift chest by arching back. Return until arms are extended, back is straight, and shoulders are stretched forward. Repeat.

Comments

Exercise is performed on apparatus with no chest pad, in contrast to standard lever seated row machine. This exercise is more similar to Cable Straight Back Seated Row. Exercise may also be performed with greater low back involvement; see Lever Seated Row (no chest pad).
"
DeltoidLateral/CBYRaise,Cable Y Raise,Pull,"Deltoid, Lateral","Supraspinatus;Teres Minor;Infraspinatus;Trapezius, Lower;Trapezius, Middle;Serratus Anterior, Inferior Digitations;Deltoid, Anterior;Deltoid, Posterior","Trapezius, Upper;Levator Scapulae;Wrist Extensors",,,"Preparation

Stand facing between low pulleys medium width apart, grasp left stirrup with right hand and right stirrup with left hand. Step back slightly away from pulleys and stand upright with cables crossed in front of hips.

Execution

With elbows slightly bent, raise arms upward and outward to sides in Y configuration until elbows are approximately lateral to each ear. Lower stirrups forward and downward in reverse pattern. Repeat.
"
Triceps/DBOneArmTriExtBench,Dumbbell One Arm Triceps Extension (on bench),Push,Triceps Brachii,,Wrist Extensors;Flexor Carpi Ulnaris,,,"Preparation

Position dumbbell behind neck with elbow positioned upward.

Execution

Extend arm until straight while maintaining upper arm's vertical position throughout exercise. Return until dumbbell is behind neck or shoulder and repeat. Continue with opposite arm.
"
BackGeneral/LVBBBentOverRow,Lever Barbell Bent-over Row (plate loaded),Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",Erector Spinae;Hamstrings;Gluteus Maximus;Adductor Magnus;Quadriceps,"Biceps Brachii;Triceps, Long Head",Rectus Abdominis;Obliques,"Preparation

Stand with toes under bar facing fulcrum. Bend knees slightly and bend over bar with back straight. Grasp bar with wide overhand grip.

Execution

Pull bar to waist. Return until arms are extended and shoulders are stretched downward. Repeat.

Comments

Exact stance from bar will depend upon height of fulcrum and length of lever. Torso may be kept horizontal for strict execution. Knees are bent in effort to keep low back straight (See Hamstring Inflexibility). If low back becomes rounded due to tight hamstrings, either try bending knees more or don't position torso as low. Either fix may compromise involvement of Latissimus Dorsi, since it forces more shoulder transverse extension and less shoulder extension range of motion.
"
WristFlexors/BBWristCurl,Barbell Wrist Curl,Pull,Wrist Flexors,,No significant stabilizers,,,"Preparation

Sit and grasp bar with narrow to shoulder width underhand grip. Rest forearms on thighs with wrists just beyond knees.

Execution

Allow barbell to roll out of palms down to fingers. Raise barbell back up by gripping and pointing knuckles up as high as possible. Lower and repeat.
"
LatissimusDorsi/LVUnderhandPulldown,Lever Underhand Pulldown,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Major, Sternal;Pectoralis Minor",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Grasp lever handles with underhand grip. Sit with thighs under supports.

Execution

Pull down lever handles to upper chest until elbows are to sides. Return until arms and shoulders are fully extended. Repeat.
"
LatissimusDorsi/CBPulldownStirrups,Cable Pulldown (stirrups),Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Biceps Brachii;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Minor",,"Triceps, Long Head",,"Preparation

Grasp stirrups in each hand. Sit with thighs under supports.

Execution

Pull down cable attachments to front sides of shoulders. Return until arms and shoulders are fully extended. Repeat.
"
DeltoidAnterior/LVShoulderPressParGrip,Lever Shoulder Press (parallel grip),Push,"Deltoid, Anterior","Pectoralis Major, Clavicular;Triceps Brachii;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae","Triceps, Long Head;Biceps Brachii",,"Preparation

Sit on seat and grasp parallel bar grips in front of shoulders on each side.

Execution

Press lever upward until arms are extended overhead. Lower and repeat.
"
Triceps/BWTriDipBenches,Triceps Dip (between benches),Push,Triceps Brachii,"Deltoid, Anterior;Pectoralis Major, Sternal;Pectoralis Major, Clavicular;Pectoralis Minor;Rhomboids;Levator Scapulae;Latissimus Dorsi","Trapezius, Lower",Biceps Brachii,,"Preparation

Stand between ends of two benches. Place hands on ends of benches with fingers off end of benches. Grip should be somewhat narrow. Position feet out in front with legs straight, heels on floor, and torso upright.

Execution

Lower body by bending arms, allowing elbows to point back. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.

Comments

In above clip, hands are positioned at ends of main segments of benches with fingers between gaps. On standard benches, hands should be placed near ends of benches. Perform on higher benches if slight stretch is not felt. Also see Bench Dip and Chest Dip (between benches).
"
LatissimusDorsi/CBOneArmKneelingPulldown,Cable One Arm Kneeling Pulldown,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Major, Sternal;Pectoralis Minor",Obliques;Psoas major;Quadratus lumborum;Iliocastalis lumborum;Iliocastalis thoracis,"Biceps Brachii;Triceps, Long Head",,"Preparation

Grasp stirrup in one hand and kneel on floor.

Execution

Pull down cable attachment to side of chest. Return until arm and shoulder is fully extended, allowing shoulder to raise. Repeat and continue with other arm.

Comments

Muscles listed as Stabilizers become Synergists if spinal lateral flexion occurs during exercise.
"
LatissimusDorsi/CBKneelingBentoverPullover,Cable Kneeling Bent-over Pulldown,Pull,Latissimus Dorsi,"Pectoralis Major, Sternal;Triceps, Long Head;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Pectoralis Minor;Brachialis;Brachioradialis;Biceps Brachii",Rectus Abdominis;Obliques,,,"Preparation

Kneel on mat slightly away from high pulley. Grasp cable rope attachment with both hands. Sit with hips back and bend down by flexing hips so torso is bent over at approximately 30º angle. Allow resistance on cable pulley to pull arms upward with elbows bent.

Execution

Pull cable rope down until elbows are back and inside of rope attachment is behind neck. Return attachment over head until shoulder is completely flexed upward. Repeat.
"
Triceps/BBLyingTriExt,Barbell Lying Triceps Extension,Push,Triceps Brachii,,"Deltoid, Anterior;Pectoralis Major, Clavicular;Pectoralis Major, Sternal;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Wrist Flexors",,,"Preparation

Lie on bench with narrow overhand grip on barbell. Position barbell over forehead with arms extended.

Execution

Lower bar by bending elbows. As bar nears head, move elbows slightly back just enough to allow bar to clear around curvature of head. Extend arms. As bar clears head, reposition elbows to their former position until arms are fully extended. Repeat.
"
LatissimusDorsi/WtUnderhandChinup,Weighted Chin-up,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Major, Sternal;Pectoralis Minor",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Step up and grasp bar with underhand shoulder width grip.

Execution

Pull body up until elbows are to sides. Lower body until arms and shoulders are fully extended. Repeat.
"
WristFlexors/LVRollerWristFlexion,Lever Roller Wrist Flexion,Push,Wrist Flexors,,No significant stabilizers.,,,"Preparation

Grasp wrist roller handles with both hands; over hand grip.

Execution

With left hand gripping handle, relax grip of right hand and slide grip behind handle (by hypexending wrist) and regrip. Relax grip of left hand and flex right wrist. Repeat sequence with opposite hands, alternating back and forth until weight plate has raised up near hands. Lower weight steadily with opposite movement or loosen grip slightly to control descent of weight stack. Repeat.
"
TrapeziusUpper/BWInvertedShrugRings,Suspended Inverted Shrug,Pull,"Trapezius, Upper","Trapezius, Middle;Levator Scapulae",,,,"Preparation

Grasp gymnastics rings, one in each hand. Sit on mat between parallel bars. Kick legs up inverting and balancing body upside down.

Execution

Raise body up a high as possible by pulling shoulders toward ears. Lower body to original position and repeat.

Comments

Falling from an inverted position may result in very serious injury. To decrease potential of injury, position gymnastic rings over well padded surface, only high enough to allow full range of motion.
"
Triceps/LVTriExt2,Lever Triceps Extension,Push,Triceps Brachii,,"Pectoralis Major, Sternal;Deltoid, Posterior;Latissimus Dorsi;Teres Major;Pectoralis Minor;Trapezius, Lower;Extensor Carpi Ulnaris;Flexor Carpi Ulnaris",,,"Preparation

Sit on seat with arm pads apart to sides. Slide arm pads closer together to sides of the chest. Grasp handles and places back of upper arms on padding.

Execution

Push the lever down until arms are fully extended. Return until forearms contact upper arms. Repeat.
"
TrapeziusUpper/LVShrugH,Lever Shrug (plate loaded),Pull,"Trapezius, Upper","Trapezius, Middle;Levator Scapulae",Erector Spinae,,,"Preparation

Stand between lever handles to sides. Squat down with feet flat on floor and grasp upper handles to sides. Stand upright by extending hips and knees to full extension.

Execution

Elevate shoulders as high as possible. Lower and repeat.

Comments

Since this movement becomes more difficult as full shoulder elevation is achieved, height criteria for shoulder elevation may be needed. For example, raising shoulders until slope of shoulders becomes horizontal may be considered adequate depending upon individual body structure and range of motion with lighter weight. Also see ROM Criteria and Shoulder Shrug Errors.
"
WristFlexors/DBWristCurl,Dumbbell Wrist Curl,Pull,Wrist Flexors,,No significant stabilizers,,,"Preparation

Sit and grasp dumbbell with underhand grip. Rest forearm on thigh with wrist just beyond knee.

Execution

Allow dumbbell to roll out of palm down to fingers. Raise dumbbell back up by gripping and pointing knuckles up as high as possible. Lower and repeat.
"
Biceps/CBCurlStirrups,Cable Curl (with stirrups),Pull,Biceps Brachii,Brachialis;Brachioradialis,"Trapezius, Upper;Trapezius, Middle;Levator Scapulae;Wrist Flexors",,,"Preparation

Stand between or facing double low pulleys. Grasp stirrups to each side, palms facing forward.

Execution

Pull stirrups forward and upward toward shoulders while keeping elbows stationary. Return until arms are fully extended. Repeat.
"
Triceps/CBPushdownHeavy,Cable Pushdown (forward leaning),Push,Triceps Brachii,"Latissimus Dorsi;Teres Major;Deltoid, Posterior;Pectoralis Major, Sternal;Pectoralis Minor","Latissimus Dorsi;Teres Major;Deltoid, Posterior;Pectoralis Major, Sternal;Pectoralis Minor;Trapezius, Lower;Rectus Abdominis;Obliques;Wrist Flexors",,Erector Spinae,"Preparation

Face high pulley and grasp revolving bar cable attachment with overhand grip. Position one leg back and bend forward leg with body leaning forward. Position revolving bar down in front of face with forearms nearing vertical.

Execution

Push cable bar downward by extending arms until elbows are straight. Return to front of face until forearms are nearly vertical and close to upper arm. Repeat.

Comments

Position face close to cable to provide resistance at top of motion. Elbows is brought close to body so arms are vertical at bottom of motion, either at or near the end of full extension, or in one movement as bar is pushed downward.
"
DeltoidPosterior/DBLyingRearLateralRaise,Dumbbell Lying Rear Lateral Raise,Pull,"Deltoid, Posterior","Infraspinatus;Teres Minor;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Rhomboids",Triceps Brachii;Wrist Extensors,,,"Preparation

Lie chest down on elevated bench. Grasp dumbbells below to each side.

Execution

Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Maintain height of elbows above wrists by raising ""pinkie"" side up. Lower and repeat.
"
BackGeneral/CBWideGripSeatedRow,Cable Wide Grip Seated Row,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal;Erector Spinae",Hamstrings;Gluteus Maximus;Adductor Magnus,"Biceps Brachii;Triceps, Long Head",,"Preparation

Sit slightly forward on platform in order to grasp cable attachment. With awider than shoulder width grip, slide hips back positioning knees with slight bend.

Execution

Pull cable attachment to waist while pulling torso upright. Pull shoulders back and push chest forward while arching back. Return until arms are extended, shoulders are stretched forward, and lower back is flexed forward. Repeat.

Comments

Begin with light weight and additional weight gradually to allow lower back adequate adaptation. Do not pause or bounce at bottom of lift. Do not lower weight beyond mild stretch. Full range of motion through lower back will vary from person to person. See Cable Seated Row Question. Also see Cable Wide Grip Straight Back Seated Row and Dangerous Exercise Essay.
"
DeltoidPosterior/CBSeatedRearDeltRowStirrups,Cable Seated Rear Delt Row (stirrups),Pull,"Deltoid, Posterior","Infraspinatus;Teres Minor;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Rhomboids;Brachialis;Brachioradialis",Erector Spinae;Gluteus Maximus;Adductor Magnus,Biceps Brachii,,"Preparation

Sit on seat facing twin pulley cables positioned shoulder height. Grasp stirrup cable attachment in each hand. Straighten lower back upright so arms and shoulders are positioned straight forward with cable taut. Point elbows outward.

Execution

Pull stirrups out to sides, keeping elbows at shoulder height until elbows travel slightly behind back. Allow wrists to follow elbows. Keep upper arms horizontal, perpendicular to trunk. Return until arms are extended and shoulders are stretched forward. Repeat.
"
DeltoidPosterior/DBSeatedRearLateralRaise,Dumbbell Seated Rear Lateral Raise,Pull,"Deltoid, Posterior","Infraspinatus;Teres Minor;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Rhomboids",Triceps Brachii,,,"Preparation

Sit on edge of bench with feet placed beyond knees. Bend over and rest torso on thighs. Grasp dumbbells with each hand under legs. Position elbows with slight bend with palms facing together behind ankles (as shown) or just to sides of ankles.

Execution

Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Maintain elbows height above wrists by raising ""pinkie finger"" side up. Lower and repeat.
"
DeltoidAnterior/LVShoulderPress,Lever Shoulder Press,Push,"Deltoid, Anterior","Deltoid, Lateral;Supraspinatus;Pectoralis Major, Clavicular;Triceps Brachii;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae","Triceps, Long Head;Biceps Brachii",,"Preparation

Set and grasp lever handles to each side with overhand grip.

Execution

Press lever upward until arms are extended overhead. Lower and repeat.
"
TrapeziusUpper/LVSeatXGripShrug,Lever Seated Gripless Shrug,Pull,"Trapezius, Upper","Trapezius, Middle;Levator Scapulae",No significant stabilizer,,,"Preparation

Sit on seat and place forearms in padded bars.

Execution

Elevate shoulders as high as possible. Lower and repeat.
"
BackGeneral/CBAlternatingHighRow,Cable Alternating Seated High Row,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal;Quadratus Lumborum;Obliques",Erector Spinae,"Biceps Brachii;Triceps, Long Head",Rectus Abdominis;Obliques,"Preparation

Sit and grasp cable stirrups one with each hand. Lean back slightly allowing arms, shoulders, and torso to be pulled forward under weight on cables.

Execution

Pull one cable stirrup to side. Pull shoulder back, push chest forward, and rotate body slightly toward pulling arm. Return until arm is extended and torso faces forward. Pull with opposite arm alternating between each side. Repeat.

Comments

Rotation of torso as shown is optional. Quadratus Lumborum and Obliques act as stabilizers if waist is not rotated as demonstrated. Hamstrings and Gluteus Maximus act as stabilizers if seat is not available and legs are propped forward.
"
LatissimusDorsi/CBParallelCloseGripChinup,Cable Parallel Close Grip Pull-up,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Major, Sternal;Pectoralis Minor",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Place dip belt around waist. Kneel as close as possible to low pulley or lever and attach hook to dip belt in front between legs. Step up and grasp close grip p arallel bars with hands facing inward. Lift legs off of steps or floor.

Execution

Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.
"
Triceps/LVTricepsExtensionOH,Lever Overhead Triceps Extension,Push,Triceps Brachii,,"Deltoid, Anterior;Wrist Flexors",,,"Preparation

Sit on seat. Push foot lever down with foot and grasp lever handles from behind. With lever handles behind neck, place both feet on support or floor.

Execution

Push lever handles up over head until arms are fully extended. Return and repeat.
"
DeltoidLateral/SMWideGripUprightRow,Smith Wide Grip Upright Row,Pull,"Deltoid, Lateral","Deltoid, Anterior;Supraspinatus;Brachialis;Brachioradialis;Biceps Brachii;Trapezius, Middle;Trapezius, Lower;Serratus Anterior,
Inferior Digitations;Infraspinatus;Teres Minor","Trapezius, Upper;Levator Scapulae",,,"Preparation

Stand behind bar mid-thigh height. Grasp bar with wide grip overhand grip. Disengage bar by rotating bar back and stand upright.

Execution

Pull bar to neck with elbows leading. Allow wrists to flex as bar rises. Lower and repeat.
"
DeltoidLateral/CBSeatedLateralRaise,Cable Seated Lateral Raise,Pull,"Deltoid, Lateral","Deltoid, Anterior;Supraspinatus;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae;Wrist Extensors",,,"Preparation

Sit on seat above twin cable pulleys. Grasp stirrups on each side. Sit upright with arms nearly straight down to each side.

Execution

With elbows slightly bent, raise arms to side until elbows are shoulder height. Lower and repeat.
"
Brachialis/CBOneArmStandingPreacherCurl,Cable One Arm Standing Preacher Curl,Pull,Brachialis,Biceps Brachii;Brachioradialis,Wrist Flexors,,,"Preparation

Standing behind standing preacher bench and grasp cable stirrup. Place back of arm on pad with palm up.

Execution

Raise stirrup upward toward shoulder of same arm. Lower stirrup until arm is fully extended. Repeat.
"
DeltoidAnterior/SLShoulderPress,Sled Shoulder Press,Push,"Deltoid, Anterior","Deltoid, Lateral;Supraspinatus;Pectoralis Major, Clavicular;Triceps Brachii;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae","Triceps, Long Head;Biceps Brachii",,"Preparation

Set and grasp lever handles to each side with overhand grip.

Execution

Press handles upward until arms are extended overhead. Lower and repeat.
"
LatissimusDorsi/CBBentoverPullover,Cable Bent-over Pullover,Pull,Latissimus Dorsi,"Pectoralis Major, Sternal;Triceps, Long Head;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Pectoralis Minor","Triceps Brachii;Pectoralis Major, Clavicular;Rectus Abdominis;Obliques;Wrist Flexors",,,"Preparation

Face high pulley and grasp revolving cable attachment with arm slightly bent. Place one foot slightly back and bend over at hip until shoulder is fully flexed (upper arms at sides of head).

Execution

With elbows fixed approximately 30°, pull cable attachment down until upper arms are to sides. Return attachment overhead. Repeat.
"
DeltoidPosterior/LVRearLateralRaiseOnLatRsMch,Lever Rear Lateral Raise (on lateral raise machine),Pull,"Deltoid, Posterior","Infraspinatus;Teres Minor;Trapezius, Middle;Trapezius, Lower;Rhomboids",Erector Spinae;Hamstrings;Gluteus Maximus;Adductor Magnus;Quadriceps,,,"Preparation

Stand on platform facing lateral raise machine. Bend knees and bend over at hips with back flat close to horizontal. With elbows bent under shoulders, position back of upper arms against arm pads.

Execution

Maintaining torso position, raise upper arms to sides until elbows are shoulder height. Lower and repeat.
"
Infraspinatus/LVShoulderExternalRotationPL,Lever Shoulder External Rotation (plate loaded),Pull,Teres Minor,"Infraspinatus;Deltoid, Posterior;Supraspinatus",Serratus Anterior,,,"Preparation

Lie supine on section of bench nearest pads to each side. Position body so shoulders and elbows are aligned to fulcrum on each side. Place wrists or back of hands on under upper set of pads to each side.

Execution

Pull both lever arms back and down as far as possible to each side of head by simultaneously rotating upper arms. Lower lever arms to original position and repeat.

Comments

Those with shorter forearms whose wrists do not make contact with pad would utilize Wrist Extensors as stabilizer to keep wrists ridged while back of the hands move pads.
"
Triceps/LVTriDipH,Lever Triceps Dip (plate loaded),Push,Triceps Brachii,"Deltoid, Anterior;Pectoralis Major, Sternal;Pectoralis Major, Clavicular;Pectoralis Minor;Rhomboids;Levator Scapulae;Latissimus Dorsi","Trapezius, Lower",Biceps Brachii,,"Preparation

Sit upright on seat. If possible, place handles in narrow position. Grasp handles.

Execution

Push levers down with elbows pointing back. Allow lever bar to raise until shoulders are slightly stretched. Repeat.
"
DeltoidLateral/CBUprightRow,Cable Upright Row,Pull,"Deltoid, Lateral","Deltoid, Anterior;Supraspinatus;Brachialis;Brachioradialis;Biceps Brachii;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations;Infraspinatus;Teres Minor","Trapezius, Upper;Levator Scapulae",,,"Preparation

Grasp cable bar with shoulder width or slightly narrower overhand grip. Stand close to pulley.

Execution

Pull bar to neck with elbows leading. Allow wrists to flex as bar rises. Lower and repeat.
"
LatissimusDorsi/LVPulloverH,Lever Pullover (plate loaded),Pull,Latissimus Dorsi,"Pectoralis Major, Sternal;Pectoralis Minor;Triceps, Long Head;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae","Trapezius, Lower",,,"Preparation

Adjust seat height so lever is near shoulder axis. Sit on machine. Place elbows on pads and grasp bar from behind.

Execution

Pull lever forward and down until elbows are to sides. Return until shoulders are fully flexed, or upper arms are parallel to torso. Repeat.
"
Triceps/CBBarPushdown,Cable Bar Pushdown,Push,Triceps Brachii,,"Latissimus Dorsi;Teres Major;Deltoid, Posterior;Pectoralis Major, Sternal;Pectoralis Minor;Trapezius, Lower;Rectus Abdominis;Obliques;Wrist Flexors",,Erector Spinae,"Preparation

Position adjustable pulleys slightly above head. Face cable bar and grasp with overhand narrow grip. Position elbows to side.

Execution

Extend arms down. Return until forearm is close to upper arm. Repeat.
"
Brachialis/LVPreacherCurlHighPL,"Lever Preacher Curl (arms high, plate loaded)",Pull,Brachialis,Biceps Brachii;Brachioradialis,Wrist Flexors,,"Triceps Brachii, Long Head","Preparation

Sit on curl machine. Grasp lever handles with underhand grip. Align elbows at same pivot point as fulcrum of lever while placing back of arms up on pads.

Execution

Pull lever handles toward shoulders. Return handles until arms are fully extended. Repeat.
"
